subject,sendings,opens,open_rate
"Cosy up for the holidays{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% endif %} Up to 78% off | FREE DELIVERY",6768260,1929225,0.285040025
"MEGA sale from £4.20 | Canvases with size discount{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",6744584,1663445,0.246634188
"Your ""Thank You"" offer expires soon! &#x23f3; ",6723465,1934454,0.287716825
"9 Canvas sizes, up to 88% off – Grab yours now!",6705317,1554138,0.231776961
"{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}{{ contact.1 }}, hurry {% else %}Hurry {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, hurry {% else %}Hurry {% endif %}{% endif %}up! Canvas Prints + Collages with up to 85% discount &#x1f4a5;",6700675,1603331,0.239279028
"We gift you £10{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% endif %} &#x1f381; Hurry up & save!",6698017,1888538,0.281954793
Already got all your presents? &#x1f381; Top gift ideas from $12,6696609,1980237,0.295707424
"Do you want to let your discount slip away{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}?{% else %}?{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}?{% else %}?{% endif %}{% endif %}",6692791,1903513,0.284412437
&#x2728; New Year's Special: Up to 86% off on Wall and Home Décor!,6676593,1699686,0.254573852
R2T85AOV extended for one last chance &#x1f92f;,6674410,2016465,0.302118839
Forget the scroll – turn memories into prints! &#x1f4f8;,6658808,1861327,0.279528558
Last chance: Secure on-time delivery for your gifts! &#x1f69a;,6632754,1929024,0.290833039
&#x23f0; Act quickly and get crazy discounts!,6621448,1964253,0.296650068
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, last  {% else %}Last {% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, last  {% else %}Last {% endif %}{% endif %}chance to use code: CEVWSV41",6621200,1839000,0.277744216
"Don’t forget{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} Your Thank You discounts end soon – up to 87% off!",6603090,1849371,0.280076601
Somebunny loves to save: Jump on the Easter deals with up to 81% off!,6580911,1789883,0.271981037
Valentine's Day SALE: Up to -49% EXTRA on ALL Canvas Prints! &#x1f495;,6564651,1835411,0.279590035
"Go big, save big: Unlock your exclusive size-based discount! &#x1f6cd;&#xfe0f; | Up to 87% off",6554624,1629876,0.248660488
"{% if contact.1 == true %}{{ contact.1 }}, the{% else %}The{% endif %} Easter Bunny hid a Discount Egg JUST for you!",6494220,1829757,0.281751619
&#x23f3; Countdown is on! Bestsellers up to 86% off until midnight!,6487758,1536558,0.236839599
Final Hours: Read a Book Day Sale – up to 87% off!,6484651,1869842,0.288348903
Use code A54XWAIG &#x1f381; Get a FREE Canvas & free delivery!,6435854,1916948,0.297854488
Photo Books & Calendars at brilliant prices &#x1f389;,6429375,1845816,0.287091047
2024 in pictures – explore our Photo Products from just £2.40! ,6416856,1835685,0.286072338
Wall Décor from only $4 | Black Week at CANVASDISCOUNT,6403341,1816567,0.283690498
From only £3.83! Scary-good deals on Canvas Prints & Collages &#x1f383;  ,6369687,1572701,0.246903969
"{% if contact.1 == '' %}Reminder, {% if contact.1 == true %}{{ contact.1 }}: {% else %}Reminder: {% endif %}{% else %}Reminder, {% if contact.1 == true %}{{ contact.1 }}: {% else %}Reminder: {% endif %}{% endif %}your code Z90BV14F is expiring soon! &#x1f31f;",6366434,1934120,0.303799584
Huge sale on Photo Boards  – from £x.xx!,6349230,1835235,0.289048436
"{% if contact.1 == true %}{{ contact.1 }}, blink{% else %}Blink{% endif %} and you'll miss these picture-perfect discounts!",6318952,1723282,0.272716425
"{% if contact.1 == '' %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}, your{% else %}Your{% endif %}{% endif %} Sunday offer awaits – prices from just £6.50!",6286783,1774030,0.282184068
&#x23f0; Mystery deal ends tonight – will you miss it?,6269334,1869946,0.298268684
"Attention, emotions inside{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% endif %} &#x1f381; Gift ideas with discount guarantee",6255732,1781934,0.2848482
&#x1f338; Mother's Day Sale: Up to 87% Off + Guaranteed Delivery!,6249392,1610410,0.257690668
Your code LIWR6FBG is still valid! Personalised photo gifts with EXTRA discount!,6245852,1652336,0.264549336
"Welcome 2026 with massive discounts{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} &#x2728;",6238495,1689029,0.270743024
"{% if contact.1 == true %}{{ contact.1 }}, final {% else %}Final {% endif %}hours for your exclusive Canvas deal!",6225349,1833473,0.294517303
Gallery-worthy savings: Up to 92% OFF on Canvas Prints and Collages!,6220978,1282095,0.206092193
&#x26a1;&#xfe0f; Now: Mega sale on EVERYTHING | Up to -92%,6217243,1896448,0.305030381
From £6.50: Wrap yourself in savings this National Hug Day!,6199033,1783326,0.287678094
4 days I Photo Products from only £3.60,6165691,1407703,0.228312285
"&#x1f385; Merry Christmas from us to you{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",6157958,1726974,0.280445888
"Lowest Prices EVER on Aluminium – from just £4.99{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}",6156089,1740745,0.282768004
Up to 82% Off! Get the best Canvas and Home & Lifestyle Photo Products!,6154633,2056566,0.33414925
"&#x1f496; Your trust means everything{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}",6133343,1796610,0.292925082
{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}{{ contact.1 }}'s{% else %}Your{% endif %}{% else %}{% if contact.1 == true %}{{ contact.1 }}'s{% else %}Your{% endif %}{% endif %} Showroom with up to -85% is waiting!,6124272,1459473,0.238309631
"Your Thank You discounts are ending soon{% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}, {{ contact.1 }} {% else %} {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }} {% else %} {% endif %}{% endif %}– up to 87% off!",6116009,1712846,0.280059431
&#x1f525; Get your dream Canvas for less – up to 87% off!,6114028,1546467,0.252937507
"&#x1f4b8;Your Mystery Deal awaits{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %}{% endif %}",6087038,1816913,0.298488855
&#x1f4a5; Less than 48h: Mega Sale + Delivery Guarantee until Christmas!,6067130,1641587,0.270570599
Your Christmas gifts depend on it! &#x1f680; Act now!,6051080,1744988,0.28837629
"Lowest EVER on Aluminium Prints{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",6046320,1638930,0.271062398
&#x1f31f; Let your memories shine – now with up to 87% off Photo Prints!,6038043,1602644,0.26542441
3 days: Photo Products from only £3.60 &#x1f525; ,6027499,1362170,0.225992572
Sunday Savings: Up to 81% off our Bestsellers &#x1f4a5;,6026030,1710679,0.283881594
&#x1f338; Spring into savings – save up to 71% on Canvas Prints!  ,6022020,1641710,0.272617826
"Last call{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} Massive savings on our bestselling Canvases await!",6000251,1791349,0.298545678
"Special Deals just for you{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %} ",5997396,1507460,0.25135242
Just a few hours left: Secure your Christmas gifts today! &#x1f385;,5977694,1755477,0.293671272
&#x1f381; Mother's Day Sale - Bestsellers from just £2.40! ,5972169,1673548,0.280224488
Today only: TOP sellers from £3 ,5941650,1556595,0.261980258
"&#x1f69a; Delivery guarantee extended! | Last chance{% if contact.1 == '' %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% else %}{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}{% endif %}",5865473,1675295,0.285619762
&#x23f3; Last chance! Flash Acrylic Sale ends at midnight,5857145,1610052,0.274886826
&#x1f4a5; Print Days Sale – Bestsellers from just £2.40! ,5851760,1400710,0.239365593
"&#x1f381; We're gifting you $10{% if contact.1 == true %}, {{ contact.1 }}!{% else %}!{% endif %} ",5795607,1655349,0.285621334
3 days I HIGHEST discount level on bestsellers &#x1f31f; ,5792571,1461913,0.252377226
3 days I Up to 80% OFF Photo Products &#x1f60d;,5779802,1309313,0.226532501
&#x1f6a8; Late-night deal: Up to 79% discount!,5778482,1687412,0.292016485
"Be quick, your lucky deal ends today – make sure to save before midnight!  ",5769327,1575477,0.273078125
"Hurry! Your code &#x2728; Z90BV14F &#x2728; ends soon – redeem it {% if contact.1 == '{{ contact.1 }}' %}{% if contact.1 == true %}today, {{ contact.1 }}! {% else %}today!{% endif %}{% else %}{% if contact.1 == true %}today, {{ contact.1 }}! {% else %}today!{% endif %}{% endif %}",5733940,1635014,0.285146688
Up to -87% on Wall and Home Décor bestsellers &#x1f60d; ,5729404,1576584,0.275174172
"Labor Day Specials await you{% if contact.1 == true %}, {{ contact.1 }}! {% else %}! {% endif %}&#x1f389;",5724467,1601820,0.279819938
"Hurry up! Our ""Thank You"" offer ends soon!",5704974,1345323,0.235815799
